Date,Index,Expiry,Type,Strike,Qty,Entry_Price,Entry_Time,Exit_Price,Exit_Time,PL,Exit_Reason,Instr_PL,Instr_Category,Day_PL,Day_Category,VIX_Open,VIX_High,VIX_Low,VIX_Close,VIX_Change_Pct
19-06-2026,NIFTY,23-Jun-2026,PE,23700,65,31.05,09:45,14.6,15:14,1069.25,EOD,1410.5,Both: EOD,2772.5,Both Clean,12.6725,13.6425,12.07,12.97,2.35
19-06-2026,SENSEX,26-Jun-2026,CE,78000,20,148.55,09:45,134.6,15:14,279.0,EOD,1362.0,Both: EOD,2772.5,Both Clean,12.6725,13.6425,12.07,12.97,2.35
19-06-2026,SENSEX,26-Jun-2026,PE,75600,20,149.25,09:45,95.1,15:14,1083.0,EOD,1362.0,Both: EOD,2772.5,Both Clean,12.6725,13.6425,12.07,12.97,2.35
22-06-2026,NIFTY,23-Jun-2026,CE,24300,65,18.85,09:44,12.0,15:14,445.25,EOD,1134.25,Both: EOD,2168.25,Both Clean,12.97,13.51,12.6475,12.84,-1.0
22-06-2026,NIFTY,23-Jun-2026,PE,23950,65,26.4,09:44,15.8,15:14,689.0,EOD,1134.25,Both: EOD,2168.25,Both Clean,12.97,13.51,12.6475,12.84,-1.0
22-06-2026,SENSEX,26-Jun-2026,CE,78100,20,111.75,09:44,86.55,15:14,504.0,EOD,1034.0,Both: EOD,2168.25,Both Clean,12.97,13.51,12.6475,12.84,-1.0
22-06-2026,SENSEX,26-Jun-2026,PE,76300,20,122.0,09:44,95.5,15:14,530.0,EOD,1034.0,Both: EOD,2168.25,Both Clean,12.97,13.51,12.6475,12.84,-1.0
23-06-2026,NIFTY,23-Jun-2026,PE,24000,65,7.9,09:45,12.0,11:45,-266.5,50% SL,601.25,50% SL only,769.25,Both: 50% SL only,12.84,14.24,12.43,13.94,8.57
23-06-2026,SENSEX,26-Jun-2026,PE,76500,20,92.3,09:45,139.0,11:45,-934.0,50% SL,168.0,50% SL only,769.25,Both: 50% SL only,12.84,14.24,12.43,13.94,8.57
23-06-2026,SENSEX,26-Jun-2026,CE,77900,20,81.2,09:45,26.1,15:14,1102.0,EOD,168.0,50% SL only,769.25,Both: 50% SL only,12.84,14.24,12.43,13.94,8.57
23-06-2026,NIFTY,23-Jun-2026,CE,24200,65,13.5,09:45,0.15,15:14,867.75,EOD,601.25,50% SL only,769.25,Both: 50% SL only,12.84,14.24,12.43,13.94,8.57
24-06-2026,NIFTY,30-Jun-2026,CE,24200,65,40.3,09:45,60.3,10:25,-1300.0,50% SL,393.25,50% SL only,1021.25,Both: 50% SL only,13.9425,14.3025,13.295,13.385,-4.0
24-06-2026,NIFTY,30-Jun-2026,PE,23550,65,48.0,09:45,21.95,15:14,1693.25,EOD,393.25,50% SL only,1021.25,Both: 50% SL only,13.9425,14.3025,13.295,13.385,-4.0
24-06-2026,SENSEX,26-Jun-2026,CE,77100,20,77.0,09:45,117.25,10:09,-805.0,50% SL,628.0,50% SL only,1021.25,Both: 50% SL only,13.9425,14.3025,13.295,13.385,-4.0
24-06-2026,SENSEX,26-Jun-2026,PE,75800,20,97.15,09:45,25.5,15:14,1433.0,EOD,628.0,50% SL only,1021.25,Both: 50% SL only,13.9425,14.3025,13.295,13.385,-4.0
25-06-2026,SENSEX,26-Jun-2026,PE,77000,20,43.75,09:45,45.6,14:43,-37.0,BE Trail,-572.0,50%SL + BE hit,-1469.0,Both: 50%+BE hit,13.39,13.39,12.43,13.05,-2.54
25-06-2026,NIFTY,30-Jun-2026,PE,23900,65,37.6,09:45,37.55,14:15,3.25,BE Trail,-897.0,50%SL + BE hit,-1469.0,Both: 50%+BE hit,13.39,13.39,12.43,13.05,-2.54
25-06-2026,SENSEX,26-Jun-2026,CE,77700,20,49.9,09:45,76.65,09:51,-535.0,50% SL,-572.0,50%SL + BE hit,-1469.0,Both: 50%+BE hit,13.39,13.39,12.43,13.05,-2.54
25-06-2026,NIFTY,30-Jun-2026,CE,24400,65,27.4,09:45,41.25,11:56,-900.25,50% SL,-897.0,50%SL + BE hit,-1469.0,Both: 50%+BE hit,13.39,13.39,12.43,13.05,-2.54
29-06-2026,NIFTY,30-Jun-2026,CE,24300,65,19.55,09:45,6.8,15:14,828.75,EOD,-29.25,50% SL only,-343.25,Both: 50% SL only,13.05,14.07,12.92,13.61,4.29
29-06-2026,SENSEX,02-Jul-2026,PE,76200,20,135.5,09:45,205.5,12:16,-1400.0,50% SL,-314.0,50% SL only,-343.25,Both: 50% SL only,13.05,14.07,12.92,13.61,4.29
29-06-2026,SENSEX,02-Jul-2026,CE,78200,20,117.05,09:45,62.75,15:14,1086.0,EOD,-314.0,50% SL only,-343.25,Both: 50% SL only,13.05,14.07,12.92,13.61,4.29
29-06-2026,NIFTY,30-Jun-2026,PE,23900,65,26.25,09:45,39.45,11:33,-858.0,50% SL,-29.25,50% SL only,-343.25,Both: 50% SL only,13.05,14.07,12.92,13.61,4.29
30-06-2026,SENSEX,02-Jul-2026,PE,75700,20,118.9,09:45,49.75,15:14,1383.0,EOD,130.0,50% SL only,929.5,Both: 50% SL only,13.61,13.97,13.15,13.6,-0.07
30-06-2026,NIFTY,30-Jun-2026,CE,24050,65,17.55,09:45,26.8,11:23,-601.25,50% SL,799.5,50% SL only,929.5,Both: 50% SL only,13.61,13.97,13.15,13.6,-0.07
30-06-2026,SENSEX,02-Jul-2026,CE,77500,20,122.35,09:45,185.0,11:24,-1253.0,50% SL,130.0,50% SL only,929.5,Both: 50% SL only,13.61,13.97,13.15,13.6,-0.07
30-06-2026,NIFTY,30-Jun-2026,PE,23750,65,21.75,09:45,0.2,15:14,1400.75,EOD,799.5,50% SL only,929.5,Both: 50% SL only,13.61,13.97,13.15,13.6,-0.07
01-07-2026,SENSEX,02-Jul-2026,CE,77400,20,93.05,09:45,140.95,10:20,-958.0,50% SL,367.0,50% SL only,1602.0,1 Instr: 50% SL only,13.6,14.07,13.15,13.24,-2.65
01-07-2026,SENSEX,02-Jul-2026,PE,76100,20,96.3,09:45,30.05,15:14,1325.0,EOD,367.0,50% SL only,1602.0,1 Instr: 50% SL only,13.6,14.07,13.15,13.24,-2.65
01-07-2026,NIFTY,07-Jul-2026,PE,23650,65,51.9,09:45,33.0,15:14,1228.5,EOD,1235.0,Both: EOD,1602.0,1 Instr: 50% SL only,13.6,14.07,13.15,13.24,-2.65
01-07-2026,NIFTY,07-Jul-2026,CE,24300,65,46.4,09:45,46.3,15:14,6.5,EOD,1235.0,Both: EOD,1602.0,1 Instr: 50% SL only,13.6,14.07,13.15,13.24,-2.65
02-07-2026,NIFTY,07-Jul-2026,PE,23900,65,43.25,09:45,26.9,15:14,1062.75,EOD,1491.75,Both: EOD,1876.75,1 Instr: 50% SL only,13.24,13.29,12.19,12.29,-7.18
02-07-2026,SENSEX,02-Jul-2026,PE,77000,20,48.3,09:45,73.2,10:06,-498.0,50% SL,385.0,50% SL only,1876.75,1 Instr: 50% SL only,13.24,13.29,12.19,12.29,-7.18
02-07-2026,NIFTY,07-Jul-2026,CE,24450,65,29.85,09:45,23.25,15:14,429.0,EOD,1491.75,Both: EOD,1876.75,1 Instr: 50% SL only,13.24,13.29,12.19,12.29,-7.18
02-07-2026,SENSEX,02-Jul-2026,CE,77800,20,44.3,09:45,0.15,15:14,883.0,EOD,385.0,50% SL only,1876.75,1 Instr: 50% SL only,13.24,13.29,12.19,12.29,-7.18
03-07-2026,SENSEX,09-Jul-2026,PE,77000,20,131.4,09:45,152.15,15:14,-415.0,EOD,755.0,Both: EOD,1645.5,Both Clean,12.2875,12.2875,11.65,11.7975,-3.99
03-07-2026,NIFTY,07-Jul-2026,PE,24100,65,29.5,09:45,32.4,15:14,-188.5,EOD,890.5,Both: EOD,1645.5,Both Clean,12.2875,12.2875,11.65,11.7975,-3.99
03-07-2026,SENSEX,09-Jul-2026,CE,79000,20,128.6,09:45,70.1,15:14,1170.0,EOD,755.0,Both: EOD,1645.5,Both Clean,12.2875,12.2875,11.65,11.7975,-3.99
03-07-2026,NIFTY,07-Jul-2026,CE,24550,65,28.1,09:45,11.5,15:15,1079.0,EOD,890.5,Both: EOD,1645.5,Both Clean,12.2875,12.2875,11.65,11.7975,-3.99
06-07-2026,SENSEX,09-Jul-2026,PE,77300,20,102.85,09:45,61.9,15:14,819.0,EOD,-268.0,50% SL only,-261.5,Both: 50% SL only,11.8,12.36,11.7,11.82,0.17
06-07-2026,SENSEX,09-Jul-2026,CE,78900,20,107.35,09:45,161.7,12:31,-1087.0,50% SL,-268.0,50% SL only,-261.5,Both: 50% SL only,11.8,12.36,11.7,11.82,0.17
06-07-2026,NIFTY,07-Jul-2026,CE,24500,65,21.75,09:45,32.6,10:22,-705.25,50% SL,6.5,50% SL only,-261.5,Both: 50% SL only,11.8,12.36,11.7,11.82,0.17
06-07-2026,NIFTY,07-Jul-2026,PE,24200,65,20.35,09:45,9.4,15:14,711.75,EOD,6.5,50% SL only,-261.5,Both: 50% SL only,11.8,12.36,11.7,11.82,0.17
07-07-2026,NIFTY,07-Jul-2026,PE,24350,65,11.8,09:45,0.2,15:14,754.0,EOD,399.75,50% SL only,-477.25,Mixed: 50%+BE + 50%SL,11.82,11.94,11.06,11.65,-1.44
07-07-2026,SENSEX,09-Jul-2026,PE,77700,20,88.75,09:45,88.75,13:11,0.0,BE Trail,-877.0,50%SL + BE hit,-477.25,Mixed: 50%+BE + 50%SL,11.82,11.94,11.06,11.65,-1.44
07-07-2026,SENSEX,09-Jul-2026,CE,79000,20,85.45,09:45,129.3,11:25,-877.0,50% SL,-877.0,50%SL + BE hit,-477.25,Mixed: 50%+BE + 50%SL,11.82,11.94,11.06,11.65,-1.44
07-07-2026,NIFTY,07-Jul-2026,CE,24350,65,10.45,09:45,15.9,10:21,-354.25,50% SL,399.75,50% SL only,-477.25,Mixed: 50%+BE + 50%SL,11.82,11.94,11.06,11.65,-1.44
08-07-2026,SENSEX,09-Jul-2026,PE,77000,20,75.65,09:45,115.55,13:47,-798.0,50% SL,338.0,50% SL only,341.25,Both: 50% SL only,11.65,15.16,11.34,14.68,26.01
08-07-2026,NIFTY,14-Jul-2026,CE,24500,65,46.05,09:45,21.35,15:14,1605.5,EOD,3.25,50% SL only,341.25,Both: 50% SL only,11.65,15.16,11.34,14.68,26.01
08-07-2026,NIFTY,14-Jul-2026,PE,23900,65,47.55,09:45,72.2,13:47,-1602.25,50% SL,3.25,50% SL only,341.25,Both: 50% SL only,11.65,15.16,11.34,14.68,26.01
08-07-2026,SENSEX,09-Jul-2026,CE,78200,20,73.75,09:45,16.95,15:14,1136.0,EOD,338.0,50% SL only,341.25,Both: 50% SL only,11.65,15.16,11.34,14.68,26.01
09-07-2026,SENSEX,09-Jul-2026,PE,76600,20,60.55,09:45,61.6,10:49,-21.0,BE Trail,-621.0,50%SL + BE hit,-1999.0,Both: 50%+BE hit,14.68,14.68,13.07,13.36,-8.99
09-07-2026,NIFTY,14-Jul-2026,PE,23700,65,42.7,09:45,43.0,10:49,-19.5,BE Trail,-1378.0,50%SL + BE hit,-1999.0,Both: 50%+BE hit,14.68,14.68,13.07,13.36,-8.99
09-07-2026,NIFTY,14-Jul-2026,CE,24350,65,41.1,09:45,62.0,10:42,-1358.5,50% SL,-1378.0,50%SL + BE hit,-1999.0,Both: 50%+BE hit,14.68,14.68,13.07,13.36,-8.99
09-07-2026,SENSEX,09-Jul-2026,CE,77400,20,55.0,09:45,85.0,10:41,-600.0,50% SL,-621.0,50%SL + BE hit,-1999.0,Both: 50%+BE hit,14.68,14.68,13.07,13.36,-8.99
10-07-2026,SENSEX,16-Jul-2026,PE,76400,20,161.2,09:45,126.0,15:14,704.0,EOD,1319.0,Both: EOD,2463.0,Both Clean,13.36,13.36,12.13,12.25,-8.31
10-07-2026,NIFTY,14-Jul-2026,PE,23950,65,39.25,09:45,26.7,15:15,815.75,EOD,1144.0,Both: EOD,2463.0,Both Clean,13.36,13.36,12.13,12.25,-8.31
10-07-2026,SENSEX,16-Jul-2026,CE,76800,20,148.75,09:45,118.0,15:14,615.0,EOD,1319.0,Both: EOD,2463.0,Both Clean,13.36,13.36,12.13,12.25,-8.31
10-07-2026,NIFTY,14-Jul-2026,CE,24450,65,27.1,09:45,22.05,15:14,328.25,EOD,1144.0,Both: EOD,2463.0,Both Clean,13.36,13.36,12.13,12.25,-8.31
13-07-2026,NIFTY,14-Jul-2026,PE,23850,65,25.65,09:45,13.4,15:14,796.25,EOD,48.75,50% SL only,-350.25,Both: 50% SL only,12.25,13.52,9.48,13.28,8.41
13-07-2026,SENSEX,16-Jul-2026,PE,76100,20,146.4,09:45,100.65,15:14,915.0,EOD,-399.0,50% SL only,-350.25,Both: 50% SL only,12.25,13.52,9.48,13.28,8.41
13-07-2026,NIFTY,14-Jul-2026,CE,24250,65,22.35,09:45,33.85,09:53,-747.5,50% SL,48.75,50% SL only,-350.25,Both: 50% SL only,12.25,13.52,9.48,13.28,8.41
13-07-2026,SENSEX,16-Jul-2026,CE,78000,20,126.8,09:45,192.5,10:27,-1314.0,50% SL,-399.0,50% SL only,-350.25,Both: 50% SL only,12.25,13.52,9.48,13.28,8.41
14-07-2026,SENSEX,16-Jul-2026,CE,78100,20,111.6,09:45,46.65,15:14,1299.0,EOD,1247.0,Both: EOD,831.0,1 Instr: 50%+BE hit,13.28,13.87,11.66,13.75,3.54
14-07-2026,NIFTY,14-Jul-2026,PE,23950,65,13.0,09:45,19.55,09:48,-425.75,50% SL,-416.0,50%SL + BE hit,831.0,1 Instr: 50%+BE hit,13.28,13.87,11.66,13.75,3.54
14-07-2026,SENSEX,16-Jul-2026,PE,76000,20,119.05,09:45,121.65,15:14,-52.0,EOD,1247.0,Both: EOD,831.0,1 Instr: 50%+BE hit,13.28,13.87,11.66,13.75,3.54
14-07-2026,NIFTY,14-Jul-2026,CE,24200,65,19.5,09:45,19.35,10:56,9.75,BE Trail,-416.0,50%SL + BE hit,831.0,1 Instr: 50%+BE hit,13.28,13.87,11.66,13.75,3.54
15-07-2026,NIFTY,14-Jul-2026,PE,23800,65,44.6,09:45,67.3,12:56,-1475.5,50% SL,-227.5,50% SL only,147.5,Both: 50% SL only,13.75,13.87,13.04,13.27,-3.49
15-07-2026,SENSEX,16-Jul-2026,PE,76900,20,89.55,09:45,137.55,12:55,-960.0,50% SL,375.0,50% SL only,147.5,Both: 50% SL only,13.75,13.87,13.04,13.27,-3.49
15-07-2026,NIFTY,14-Jul-2026,CE,24500,65,43.65,09:45,24.45,15:14,1248.0,EOD,-227.5,50% SL only,147.5,Both: 50% SL only,13.75,13.87,13.04,13.27,-3.49
15-07-2026,SENSEX,16-Jul-2026,CE,78100,20,90.25,09:45,23.5,15:14,1335.0,EOD,375.0,50% SL only,147.5,Both: 50% SL only,13.75,13.87,13.04,13.27,-3.49
16-07-2026,NIFTY,21-Jul-2026,CE,24400,65,38.15,09:45,26.5,15:14,757.25,EOD,-643.5,50% SL only,-1046.5,Mixed: 50%+BE + 50%SL,13.27,13.27,12.78,12.88,-2.94
16-07-2026,SENSEX,16-Jul-2026,PE,77000,20,41.6,09:45,43.0,13:37,-28.0,BE Trail,-403.0,50%SL + BE hit,-1046.5,Mixed: 50%+BE + 50%SL,13.27,13.27,12.78,12.88,-2.94
16-07-2026,NIFTY,21-Jul-2026,PE,23850,65,42.7,09:45,64.25,13:40,-1400.75,50% SL,-643.5,50% SL only,-1046.5,Mixed: 50%+BE + 50%SL,13.27,13.27,12.78,12.88,-2.94
16-07-2026,SENSEX,16-Jul-2026,CE,77800,20,38.25,09:45,57.0,11:00,-375.0,50% SL,-403.0,50%SL + BE hit,-1046.5,Mixed: 50%+BE + 50%SL,13.27,13.27,12.78,12.88,-2.94
17-07-2026,SENSEX,23-Jul-2026,CE,78900,20,133.45,09:45,201.85,10:18,-1368.0,50% SL,-1396.0,50%SL + BE hit,-2598.5,Both: 50%+BE hit,12.8825,13.35,12.81,13.075,1.49
17-07-2026,SENSEX,23-Jul-2026,PE,76500,20,175.75,09:45,177.15,13:47,-28.0,BE Trail,-1396.0,50%SL + BE hit,-2598.5,Both: 50%+BE hit,12.8825,13.35,12.81,13.075,1.49
17-07-2026,NIFTY,21-Jul-2026,PE,23900,65,38.15,09:45,38.3,10:46,-9.75,BE Trail,-1202.5,50%SL + BE hit,-2598.5,Both: 50%+BE hit,12.8825,13.35,12.81,13.075,1.49
17-07-2026,NIFTY,21-Jul-2026,CE,24450,65,35.7,09:45,54.05,10:18,-1192.75,50% SL,-1202.5,50%SL + BE hit,-2598.5,Both: 50%+BE hit,12.8825,13.35,12.81,13.075,1.49
20-07-2026,NIFTY,21-Jul-2026,CE,24350,65,23.5,09:45,35.6,10:17,-786.5,50% SL,-796.25,50%SL + BE hit,-530.25,Mixed: 50%+BE + 50%SL,13.15,13.84,12.89,12.98,-1.29
20-07-2026,NIFTY,21-Jul-2026,PE,23950,65,25.85,09:45,26.0,12:47,-9.75,BE Trail,-796.25,50%SL + BE hit,-530.25,Mixed: 50%+BE + 50%SL,13.15,13.84,12.89,12.98,-1.29
20-07-2026,SENSEX,23-Jul-2026,CE,78400,20,125.1,09:45,187.8,13:47,-1254.0,50% SL,266.0,50% SL only,-530.25,Mixed: 50%+BE + 50%SL,13.15,13.84,12.89,12.98,-1.29
20-07-2026,SENSEX,23-Jul-2026,PE,76400,20,147.8,09:45,71.8,15:14,1520.0,EOD,266.0,50% SL only,-530.25,Mixed: 50%+BE + 50%SL,13.15,13.84,12.89,12.98,-1.29
21-07-2026,SENSEX,23-Jul-2026,CE,78400,20,94.1,09:45,55.6,15:14,770.0,EOD,-329.0,50% SL only,-218.5,Both: 50% SL only,12.98,13.08,12.1,12.6,-2.93
21-07-2026,NIFTY,21-Jul-2026,PE,24150,65,16.1,09:45,22.8,10:15,-435.5,BE Trail,110.5,50% SL only,-218.5,Both: 50% SL only,12.98,13.08,12.1,12.6,-2.93
21-07-2026,SENSEX,23-Jul-2026,PE,76900,20,109.9,09:45,164.85,10:52,-1099.0,50% SL,-329.0,50% SL only,-218.5,Both: 50% SL only,12.98,13.08,12.1,12.6,-2.93
21-07-2026,NIFTY,21-Jul-2026,CE,24350,65,8.5,09:45,0.1,15:14,546.0,EOD,110.5,50% SL only,-218.5,Both: 50% SL only,12.98,13.08,12.1,12.6,-2.93
22-07-2026,SENSEX,23-Jul-2026,CE,77600,20,77.65,09:45,42.7,15:14,699.0,EOD,-100.0,50% SL only,322.5,1 Instr: 50% SL only,12.6,13.43,11.73,13.29,5.48
22-07-2026,SENSEX,23-Jul-2026,PE,76300,20,79.45,09:45,119.4,10:25,-799.0,50% SL,-100.0,50% SL only,322.5,1 Instr: 50% SL only,12.6,13.43,11.73,13.29,5.48
22-07-2026,NIFTY,28-Jul-2026,CE,24350,65,46.5,09:45,38.9,15:14,494.0,EOD,422.5,Both: EOD,322.5,1 Instr: 50% SL only,12.6,13.43,11.73,13.29,5.48
22-07-2026,NIFTY,28-Jul-2026,PE,23700,65,50.55,09:45,51.65,15:14,-71.5,EOD,422.5,Both: EOD,322.5,1 Instr: 50% SL only,12.6,13.43,11.73,13.29,5.48
23-07-2026,SENSEX,23-Jul-2026,PE,76100,20,42.65,09:45,43.3,12:46,-13.0,BE Trail,-464.0,50%SL + BE hit,-993.75,Mixed: 50%+BE + 50%SL,13.2925,13.74,12.915,13.475,1.37
23-07-2026,SENSEX,23-Jul-2026,CE,76800,20,44.95,09:45,67.5,10:02,-451.0,50% SL,-464.0,50%SL + BE hit,-993.75,Mixed: 50%+BE + 50%SL,13.2925,13.74,12.915,13.475,1.37
23-07-2026,NIFTY,28-Jul-2026,PE,23600,65,36.6,09:45,55.45,13:16,-1225.25,50% SL,-529.75,50% SL only,-993.75,Mixed: 50%+BE + 50%SL,13.2925,13.74,12.915,13.475,1.37
23-07-2026,NIFTY,28-Jul-2026,CE,24200,65,40.7,09:45,30.0,15:14,695.5,EOD,-529.75,50% SL only,-993.75,Mixed: 50%+BE + 50%SL,13.2925,13.74,12.915,13.475,1.37
